1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24,24,24,25,25,25,26,26,26,27,27,27,28,28,28,29,29,29,30,30,30,31,31,31,32,32,32,33,33,33,34,34,34,35,35,35,36,36,36,37,37,37,38,38,38,39,39,39,40,40,40,41,41,41,42,42,42,43,43,43,44,44,44,45,45,45,46,46,46,47,47,47,48,48,48,49,49,49,50,50,50
Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg),Freq(Hz),Mag(dB),Phase(deg)
500000000.0,-7.162449267626755,-135.1248005275288,500000000.0,-7.1534262988580934,-135.14788600292323,500000000.0,-7.14528195591691,-135.26449051656152,500000000.0,-7.145939447870998,-135.08544995750466,500000000.0,-7.1439888817487756,-135.09723329225787,500000000.0,-7.158010217161589,-135.0879577941202,500000000.0,-7.143024161741449,-135.17808403587514,500000000.0,-7.164274425885235,-135.0827968736141,500000000.0,-7.1613230498231095,-135.1208803365356,500000000.0,-7.148328796107418,-135.14990835486094,500000000.0,-7.153168825303069,-135.25183168096098,500000000.0,-7.148752816638238,-135.21117083655227,500000000.0,-7.1480052233955895,-135.22830329853957,500000000.0,-7.147527709022981,-135.1271682605192,500000000.0,-7.148868391813753,-135.12137872876312,500000000.0,-7.158859418308579,-135.1580285414477,500000000.0,-7.148291623272627,-135.07624237262326,500000000.0,-7.155575541961935,-135.22283648787166,500000000.0,-7.154711821715294,-135.05799515532243,500000000.0,-7.154821538586068,-135.10950891049606,500000000.0,-7.152945057823519,-135.17524922468138,500000000.0,-7.162566039071814,-135.19630595056432,500000000.0,-7.158811766070212,-135.16409377423827,500000000.0,-7.163245586605491,-135.11116681881856,500000000.0,-7.169400661539517,-135.1727151174342,500000000.0,-7.15092762844327,-135.1898187328434,500000000.0,-7.16106865609388,-135.1628363385122,500000000.0,-7.156964330984393,-135.13381277058508,500000000.0,-7.1637552504778865,-135.1630878329943,500000000.0,-7.162901745184641,-135.13699235683296,500000000.0,-7.172743521256299,-135.12693843587863,500000000.0,-7.1580302194275545,-135.13067035416813,500000000.0,-7.159595361542258,-135.17634138712748,500000000.0,-7.169075145688075,-135.16063202809832,500000000.0,-7.168644245943963,-135.1478679455641,500000000.0,-7.172310155473821,-135.12539119579702,500000000.0,-7.168138125574685,-135.1593286494689,500000000.0,-7.180893214202587,-135.1175219695186,500000000.0,-7.175306797901959,-135.07812033966394,500000000.0,-7.15810119288034,-135.1639574228063,500000000.0,-7.162397781556654,-135.16423400504004,500000000.0,-7.157838976605277,-135.0938448957222,500000000.0,-7.159397622280711,-135.1093902475238,500000000.0,-7.176402028741825,-135.15244035922808,500000000.0,-7.161087022354765,-135.14655226291643,500000000.0,-7.181883005081652,-135.16743435696117,500000000.0,-7.169106067431202,-135.14102535330375,500000000.0,-7.181288032963718,-135.13520529790932,500000000.0,-7.166446206741578,-135.1887199242985,500000000.0,-7.16538876255918,-135.17140925109857
505000000.0,-7.288453243832534,-135.25780380779312,505000000.0,-7.295716757849751,-135.30154917987343,505000000.0,-7.292849376570885,-135.2143581268364,505000000.0,-7.28589496320515,-135.2361038547961,505000000.0,-7.284707974253337,-135.29403214319825,505000000.0,-7.3027735198571895,-135.25963500441313,505000000.0,-7.285936416134194,-135.28235583174728,505000000.0,-7.295870957245587,-135.2846511617752,505000000.0,-7.285563935440209,-135.23104637879158,505000000.0,-7.291984181366697,-135.20759944166016,505000000.0,-7.284056142762074,-135.26314808714898,505000000.0,-7.28296373616054,-135.24038373607195,505000000.0,-7.3010383467353925,-135.3061763277953,505000000.0,-7.297339481127061,-135.24655854297654,505000000.0,-7.301046803426995,-135.24407264083118,505000000.0,-7.292049052313624,-135.16330276982342,505000000.0,-7.286979515545193,-135.2383207090489,505000000.0,-7.297974032650164,-135.37787341685,505000000.0,-7.289891658034274,-135.18928339041491,505000000.0,-7.290731508671597,-135.19483706261886,505000000.0,-7.28665700949019,-135.1849379305196,505000000.0,-7.293714826406617,-135.2763064463028,505000000.0,-7.2986109481568775,-135.26431457971506,505000000.0,-7.295967558667912,-135.21022313939014,505000000.0,-7.2893277534268766,-135.23187904171505,505000000.0,-7.301678496806354,-135.2550631531826,505000000.0,-7.312454882966801,-135.25960866471,505000000.0,-7.306872342467896,-135.1963932806131,505000000.0,-7.293286667137649,-135.22226655372947,505000000.0,-7.305049772088335,-135.22298367510808,505000000.0,-7.297285382406904,-135.22588674152172,505000000.0,-7.304178338855697,-135.21121852575712,505000000.0,-7.285979479936136,-135.21452509420985,505000000.0,-7.3029884962230875,-135.2712931447034,505000000.0,-7.306821749523097,-135.1722358461498,505000000.0,-7.30087055983496,-135.3178494419782,505000000.0,-7.311220678410642,-135.19058965379875,505000000.0,-7.30222062282631,-135.17453979463644,505000000.0,-7.3035563601211955,-135.28975104897583,505000000.0,-7.304492043763756,-135.25990538773644,505000000.0,-7.298675992411984,-135.20573700437728,505000000.0,-7.309632525119309,-135.26140414863832,505000000.0,-7.2954026466054405,-135.26271274481743,505000000.0,-7.301869372938602,-135.22568709147862,505000000.0,-7.297347531585557,-135.19491948443434,505000000.0,-7.322099419097434,-135.28567777866252,505000000.0,-7.307427440333041,-135.268733320381,505000000.0,-7.305469482125533,-135.22092502573832,505000000.0,-7.297833187334485,-135.30777844843414,505000000.0,-7.29640578901196,-135.27327376128073
510000000.0,-7.57222163857586,-135.99977025072786,510000000.0,-7.56916353338708,-135.9820782827713,510000000.0,-7.565386292558406,-136.02665068189145,510000000.0,-7.563970479171221,-136.0065449742456,510000000.0,-7.5556321491493295,-136.03516334525597,510000000.0,-7.570389020143404,-135.9641901747539,510000000.0,-7.564475747821369,-136.0913401441117,510000000.0,-7.5709640666002,-135.983356606427,510000000.0,-7.573071167309928,-136.05017893337856,510000000.0,-7.570482974619469,-135.99484790972113,510000000.0,-7.567150768731906,-135.9994925721654,510000000.0,-7.550798016201919,-135.98670641188556,510000000.0,-7.576742950323587,-135.96134148953058,510000000.0,-7.567611706263946,-136.0091026793291,510000000.0,-7.576024141385933,-136.04632495267413,510000000.0,-7.5657443134780475,-135.95198022146877,510000000.0,-7.565154462350958,-135.94433672711466,510000000.0,-7.573264157015224,-135.9800465325914,510000000.0,-7.561420917905704,-135.90120357156258,510000000.0,-7.568875252218076,-136.00534836967503,510000000.0,-7.572220203522232,-135.9397642572505,510000000.0,-7.574960624746836,-136.00963004482298,510000000.0,-7.570189477487132,-135.92674722668394,510000000.0,-7.561787706230032,-135.94580632190937,510000000.0,-7.577154426269418,-135.96579370364734,510000000.0,-7.5800993108742425,-135.99934695004217,510000000.0,-7.5720220471216315,-135.95797023599292,510000000.0,-7.584486867055844,-135.95579861738983,510000000.0,-7.572803792286979,-135.9756668126426,510000000.0,-7.574073039690132,-135.95198861736495,510000000.0,-7.569329490492302,-136.0108734912676,510000000.0,-7.575501584400666,-136.05025356122883,510000000.0,-7.587183215747332,-135.9784185815961,510000000.0,-7.583275472090718,-135.9960225023173,510000000.0,-7.580960298985364,-136.0631943287151,510000000.0,-7.5889175072466095,-136.02178577967086,510000000.0,-7.5896726809463235,-135.98399360595693,510000000.0,-7.567884494188766,-136.03806740372818,510000000.0,-7.582969082875961,-136.00941819733006,510000000.0,-7.581347985718833,-136.00310100978456,510000000.0,-7.57868459528275,-135.9874104181903,510000000.0,-7.5832081967231,-136.04369988749303,510000000.0,-7.583417262168445,-135.95549360906278,510000000.0,-7.571316376789725,-135.9276951043733,510000000.0,-7.574233530642054,-135.9815482767908,510000000.0,-7.58600177324759,-136.06518307841284,510000000.0,-7.576390370352508,-135.97020076420802,510000000.0,-7.587049824583189,-135.94584581063856,510000000.0,-7.583740093557179,-135.97725013836364,510000000.0,-7.566416566013397,-135.97374078776167
515000000.0,-8.00105752745216,-135.4851945758582,515000000.0,-7.979798925269738,-135.46640818363653,515000000.0,-8.010799955842554,-135.52884854082268,515000000.0,-8.003095356516752,-135.45024827719445,515000000.0,-7.990129990353675,-135.43754123708183,515000000.0,-7.99687444981056,-135.55829166374008,515000000.0,-7.999440095355254,-135.52441384016933,515000000.0,-8.002600355929868,-135.41442050821402,515000000.0,-7.999101382195323,-135.56736277208637,515000000.0,-8.00075099341852,-135.52130834092492,515000000.0,-8.003409850113703,-135.4705981057955,515000000.0,-8.002399627646202,-135.53358641088406,515000000.0,-8.001008575678988,-135.48720734011744,515000000.0,-7.993558779794403,-135.55635481743778,515000000.0,-8.00912192190905,-135.5023675537768,515000000.0,-7.997514283533843,-135.50102412362486,515000000.0,-8.000848078248978,-135.50612280416206,515000000.0,-8.00011189581593,-135.46921407878028,515000000.0,-7.993090373197404,-135.48038272949137,515000000.0,-7.998099958031295,-135.56761336220913,515000000.0,-8.015690091879614,-135.55213722415343,515000000.0,-8.001745422757958,-135.55973405277203,515000000.0,-7.994496302165653,-135.53987233311028,515000000.0,-8.007286872272834,-135.54257942680104,515000000.0,-7.984682397479061,-135.4607330355555,515000000.0,-8.004207081629058,-135.45737046226068,515000000.0,-8.015869530374003,-135.4466085247623,515000000.0,-8.0056024665565,-135.50672100345483,515000000.0,-8.005796041377682,-135.59358425033975,515000000.0,-7.999175654999901,-135.50001343546393,515000000.0,-7.999451483808978,-135.50139109400266,515000000.0,-7.997155609440654,-135.50651794581646,515000000.0,-7.993409307371175,-135.58562170881075,515000000.0,-8.013386163833843,-135.54923905638202,515000000.0,-8.001717234168439,-135.45657390947537,515000000.0,-8.00296692094031,-135.54225913032883,515000000.0,-7.990539147361597,-135.50189041859414,515000000.0,-8.026086403275142,-135.5423121798893,515000000.0,-8.00808635673835,-135.55478302042366,515000000.0,-8.019470912441522,-135.43294263704234,515000000.0,-8.018827452378932,-135.4911619427145,515000000.0,-8.011705862265542,-135.60042793519688,515000000.0,-8.009595797031954,-135.4185308708006,515000000.0,-7.994176624594598,-135.45876973985142,515000000.0,-8.023299401632308,-135.4830417635336,515000000.0,-8.006401961409264,-135.474648063136,515000000.0,-8.013690661212946,-135.43633858167644,515000000.0,-8.013615242316938,-135.50232460632702,515000000.0,-8.02419149996904,-135.5261018433799,515000000.0,-8.012141860601508,-135.5270355458811
520000000.0,-8.050110721788387,-134.12690190941242,520000000.0,-8.029559434942716,-134.07707787215332,520000000.0,-8.039096381184423,-134.09131933601645,520000000.0,-8.058466270596895,-134.03183531789384,520000000.0,-8.039675163426397,-134.1134388522473,520000000.0,-8.053505397573442,-134.05765459426007,520000000.0,-8.04895946518265,-134.1238399508136,520000000.0,-8.04930687493406,-134.06091892557885,520000000.0,-8.045617703171335,-134.05832928505382,520000000.0,-8.047603822764012,-134.04891463326268,520000000.0,-8.032966587660932,-134.0480451558992,520000000.0,-8.050736654636642,-134.06337657661268,520000000.0,-8.044069156992295,-134.08278288550866,520000000.0,-8.038979991523624,-134.04024952619753,520000000.0,-8.038800604431927,-134.07191157282193,520000000.0,-8.055756830568972,-134.11485308572585,520000000.0,-8.05516151427386,-134.08723437270515,520000000.0,-8.03208337316245,-134.0070167784594,520000000.0,-8.047095487112138,-134.0875814636841,520000000.0,-8.04646147040065,-134.17052663596277,520000000.0,-8.045782741874905,-134.0653338124409,520000000.0,-8.057010917889468,-134.04869117448388,520000000.0,-8.04578961235669,-134.07483433549564,520000000.0,-8.048328484473064,-134.0242079906047,520000000.0,-8.037506845759081,-134.0544829464446,520000000.0,-8.051558379071114,-134.11622125895192,520000000.0,-8.05380198520094,-134.08721293874328,520000000.0,-8.049560338173421,-134.05727337030964,520000000.0,-8.044149167953538,-134.08013005144167,520000000.0,-8.045344220942216,-134.05158107028586,520000000.0,-8.051203614461903,-134.11916680749982,520000000.0,-8.04192820939148,-134.1439481009324,520000000.0,-8.037610274497503,-134.15723575799535,520000000.0,-8.04505509849309,-134.03793468827814,520000000.0,-8.047664581008647,-134.12733207498735,520000000.0,-8.051631091687174,-134.1205591691216,520000000.0,-8.038632932934318,-134.10792412296624,520000000.0,-8.054508725775289,-134.09421305604474,520000000.0,-8.057090984672033,-134.0629757892299,520000000.0,-8.051233266989023,-134.08411144725133,520000000.0,-8.049647505950345,-134.07618347023387,520000000.0,-8.06620152964732,-134.1432748148794,520000000.0,-8.03592660737219,-134.04021863658002,520000000.0,-8.046203794828651,-134.18652527449015,520000000.0,-8.046840811051677,-134.0860767306985,520000000.0,-8.054913838166621,-134.09026193716113,520000000.0,-8.039853864731274,-134.17157301641723,520000000.0,-8.050620584306328,-134.01657394506057,520000000.0,-8.056117956272077,-134.12511057169434,520000000.0,-8.044376017727373,-134.10426700076596
525000000.0,-7.9995516973704115,-135.7587819693486,525000000.0,-7.981492421167395,-135.75494366284352,525000000.0,-7.983422049233074,-135.71221675774214,525000000.0,-7.986567953182265,-135.80437231529083,525000000.0,-7.9908913605364065,-135.71963928482418,525000000.0,-7.992618208354234,-135.8311316840722,525000000.0,-7.9909043818367955,-135.77782717127695,525000000.0,-7.994815167181536,-135.76629309192126,525000000.0,-7.989280498844019,-135.7039080300276,525000000.0,-7.987418364488686,-135.72943008210171,525000000.0,-7.975796665817139,-135.78806326770237,525000000.0,-7.990264982489358,-135.7545883380067,525000000.0,-7.985425175346691,-135.81116533369251,525000000.0,-7.97634542388972,-135.7422912153332,525000000.0,-7.986226172820113,-135.76132224733772,525000000.0,-7.990851915396152,-135.73141810714714,525000000.0,-7.993113983309152,-135.6771672862233,525000000.0,-7.981412561778352,-135.75016431380857,525000000.0,-7.973627462687393,-135.75169413439966,525000000.0,-7.987366118799538,-135.68514830470082,525000000.0,-7.990132075554731,-135.72179807675317,525000000.0,-7.990511562201376,-135.73678610070198,525000000.0,-7.97892511538059,-135.760694328171,525000000.0,-7.987376096409494,-135.70695908399733,525000000.0,-7.98400195642447,-135.81176299676247,525000000.0,-7.98983804874638,-135.75346560531887,525000000.0,-7.978015865823109,-135.76676642123388,525000000.0,-7.98706198738615,-135.7978960016779,525000000.0,-7.995931831083713,-135.73098359527805,525000000.0,-7.981769477948056,-135.74333381368294,525000000.0,-8.00221771608953,-135.782272614763,525000000.0,-7.986957004730748,-135.72270847001994,525000000.0,-7.996221438895828,-135.6581161730385,525000000.0,-7.995419992674632,-135.75281933507964,525000000.0,-7.989954476795928,-135.75610084132285,525000000.0,-7.992218425589501,-135.71879785084718,525000000.0,-7.991201269108011,-135.7851894493868,525000000.0,-7.991019939959269,-135.7922598640685,525000000.0,-7.993422215699582,-135.85946735789167,525000000.0,-7.978506960656904,-135.7697801599254,525000000.0,-7.997872232876731,-135.72605682894408,525000000.0,-8.000452099033144,-135.7582960784687,525000000.0,-7.987766132636073,-135.6668354638714,525000000.0,-7.997989476158734,-135.7429199194832,525000000.0,-8.009641883286372,-135.7596343388764,525000000.0,-7.998224182905679,-135.74893359476556,525000000.0,-7.9956144445836905,-135.7778669316029,525000000.0,-7.977185541668654,-135.78248631770217,525000000.0,-7.982214559456715,-135.81518965670162,525000000.0,-7.975309612528626,-135.7316843200755
530000000.0,-8.670063858086849,-135.08378650388383,530000000.0,-8.657588035764402,-135.04562083801017,530000000.0,-8.662191904133094,-135.0952857942119,530000000.0,-8.664101237328497,-135.12600997613205,530000000.0,-8.661576337645926,-135.11337180476394,530000000.0,-8.663799130800165,-135.19549531166783,530000000.0,-8.659061270087129,-135.08620976852868,530000000.0,-8.655429881915587,-135.0949900796746,530000000.0,-8.646719918893226,-135.17138918080096,530000000.0,-8.645433783637653,-135.15587382906898,530000000.0,-8.662469281320629,-135.12712794036264,530000000.0,-8.668244953964901,-135.10344623830295,530000000.0,-8.668093621844362,-135.09051045979473,530000000.0,-8.655970704099653,-135.05907675560834,530000000.0,-8.649678110706235,-135.10295420902878,530000000.0,-8.660054935779204,-135.06453607840942,530000000.0,-8.65211300047666,-135.08564683442884,530000000.0,-8.659078210717961,-135.0482114468029,530000000.0,-8.65718254393393,-135.18728202353128,530000000.0,-8.65688426419313,-135.07975514482249,530000000.0,-8.650814602912352,-135.05176984331194,530000000.0,-8.657719338423288,-135.1439909737029,530000000.0,-8.663434923186255,-135.11313563164674,530000000.0,-8.659264059355085,-135.04664151410338,530000000.0,-8.658565010766873,-135.10966697678953,530000000.0,-8.670228245994242,-135.08754215074367,530000000.0,-8.660733318315938,-135.02983333445022,530000000.0,-8.653633105186287,-135.03160892212853,530000000.0,-8.648596681326278,-135.11659217333295,530000000.0,-8.65986940924187,-135.15197920299934,530000000.0,-8.676679542991767,-135.10308577134987,530000000.0,-8.654011107417228,-135.0572843472358,530000000.0,-8.649038022403468,-135.02128702622161,530000000.0,-8.672369763808431,-135.06118772866708,530000000.0,-8.659774552741792,-135.08683501893302,530000000.0,-8.656582192078053,-135.03723117590633,530000000.0,-8.657301212644475,-135.0499039946899,530000000.0,-8.673434727849404,-135.13002398892334,530000000.0,-8.65339641286472,-135.07267811013025,530000000.0,-8.659287103760718,-134.9893173756035,530000000.0,-8.658403369233238,-135.035359221845,530000000.0,-8.66698527874361,-135.08098684560653,530000000.0,-8.666475335684396,-135.2151270075903,530000000.0,-8.659814617196112,-135.03857851119164,530000000.0,-8.663516039930057,-135.12466958895965,530000000.0,-8.672718959771668,-135.1576808669973,530000000.0,-8.673841230125657,-135.15131407660652,530000000.0,-8.657849391894509,-135.1692517645329,530000000.0,-8.653368150317702,-135.061337978219,530000000.0,-8.64877414863674,-135.12820937522122
535000000.0,-8.722501748208929,-135.0560598221212,535000000.0,-8.72258175191196,-135.16878272301477,535000000.0,-8.724344424562453,-135.1797517649752,535000000.0,-8.705876579058442,-135.1337213642801,535000000.0,-8.716502478552462,-135.05466624229524,535000000.0,-8.720877122934043,-135.13040006905305,535000000.0,-8.722819613367394,-135.11480685574736,535000000.0,-8.706441164659518,-135.07330395064156,535000000.0,-8.715447001214336,-135.13120547755625,535000000.0,-8.712331949640845,-135.14270419290116,535000000.0,-8.707928650787471,-135.1689467383679,535000000.0,-8.717361867195127,-135.0506800542164,535000000.0,-8.729813475514202,-135.11268251079366,535000000.0,-8.727921273061904,-134.99782425951662,535000000.0,-8.71090145238704,-135.05495327510633,535000000.0,-8.720698602265273,-135.171252813684,535000000.0,-8.6959676026542,-135.0964447006633,535000000.0,-8.723557425702772,-135.0520461137808,535000000.0,-8.726451825285377,-135.04612118332196,535000000.0,-8.705001672787281,-135.08072073892166,535000000.0,-8.717236473162117,-135.09883547040005,535000000.0,-8.715040799931986,-135.23593626672945,535000000.0,-8.72955307744114,-135.00263382254752,535000000.0,-8.706929103150001,-135.15271508485063,535000000.0,-8.715500304050344,-135.09652096276668,535000000.0,-8.727456513024682,-135.09439258391978,535000000.0,-8.71440974596417,-135.1477357449933,535000000.0,-8.724191330028603,-135.08918371146692,535000000.0,-8.711660446303718,-135.12855885378866,535000000.0,-8.720329249511202,-135.09059370669246,535000000.0,-8.739051751791365,-134.99608798290672,535000000.0,-8.729819086448959,-135.07490044241655,535000000.0,-8.718491423964904,-135.0673546166277,535000000.0,-8.711279420577414,-135.08981654976415,535000000.0,-8.714886450888862,-135.0634026271496,535000000.0,-8.719386873609396,-135.08774461052408,535000000.0,-8.703399940310465,-134.9998681687655,535000000.0,-8.721240927385791,-135.16367293584622,535000000.0,-8.731298297895304,-135.11204489551392,535000000.0,-8.716839545279695,-135.1097011221369,535000000.0,-8.710230445640413,-135.01073279225176,535000000.0,-8.724565447389868,-135.01560977666682,535000000.0,-8.727058649860059,-135.05989043012895,535000000.0,-8.718204624120133,-135.07850919392396,535000000.0,-8.723131419799744,-135.06621203242898,535000000.0,-8.722854326279366,-135.07683963731662,535000000.0,-8.711274805680036,-135.14356559218524,535000000.0,-8.71140381249745,-135.18747774930583,535000000.0,-8.71167055520545,-135.13277078365346,535000000.0,-8.715422927234377,-135.04197526464804
